,Address,Price,Beds,Baths,Area_Sqft,City,Zipcode,Parking_Size,In_Unit_Aminity_Count,Community_Aminity_Count
519,"Domain Oakland1389 Jefferson St,Oakland, CA 94612",1910,3,3,1152.0,Oakland,94612,1,5,4
520,"Furnished Studio - Oakland - Alameda Airport1260 S Loop Rd,Alameda, CA 94502",2550,0,1,300.0,Oakland,94502,0,12,10
521,"1456 1st Ave,Oakland, CA 94606",1795,1,1,650.0,Oakland,94606,0,4,0
522,"VESPR312 24th St,Oakland, CA 94612",2229,3,3,1067.0,Oakland,94612,1,13,13
523,"Forma2016 Telegraph Ave,Oakland, CA 94612",1927,2,2,707.5,Oakland,94612,3,16,9
524,"68 Wildwood Ave,Piedmont, CA 94610",5300,3,2,1425.0,Oakland,94610,0,3,0
525,"2917 MacArthur Blvd Unit 3J,Oakland, CA 94602",2050,1,1.5,696.0,Oakland,94602,0,1,0
526,"4214 Carrington St #4212,Oakland, CA 94601",2480,1,1,650.0,Oakland,94601,0,3,2
527,"708 Zephyr Dr,Oakland, CA 94607",3300,2,2.5,1203.0,Oakland,94607,0,0,0
528,"187 Montecito Ave #303,Oakland, CA 94610",1795,1,1,550.0,Oakland,94610,0,3,1
529,"1428 Madison St #103,Oakland, CA 94612",2100,1,1,554.0,Oakland,94612,0,1,0
530,"811 York St #304,Oakland, CA 94610",2195,1,1,621.0,Oakland,94610,0,0,0
531,"Oakland Station Senior Apartments 62+ Income Restrictions May Apply1428 105th Ave,Oakland, CA 94603",1225,2,1,680.0,Oakland,94603,1,4,4
532,"Lydian238 13th St,Oakland, CA 94612",1861,3,2,987.5,Oakland,94612,3,18,22
533,"Furnished Studio - Oakland - Emeryville3650 Mandela Pkwy,Emeryville, CA 94608",2100,0,1,300.0,Oakland,94608,0,15,10
534,"2336 92nd Ave Unit 2336,Oakland, CA 94603",2100,2,1,900.0,Oakland,94603,0,3,0
535,"3951 Malcolm Ave,Oakland, CA 94605",2800,1,1.5,750.0,Oakland,94605,0,6,0
536,"3276 West St,Oakland, CA 94608",3295,4,1.5,1700.0,Oakland,94608,0,5,0
537,"2800 Nicol Ave,Oakland, CA 94602",2100,1,1,580.0,Oakland,94602,0,0,0
538,"4207 Gregory St,Oakland, CA 94619",6000,5,2,2169.0,Oakland,94619,0,7,0
539,"3066 Dakota St,Oakland, CA 94602",3695,3,1,1275.0,Oakland,94602,0,7,0
540,"1139 66th St,Oakland, CA 94608",4780,3,3,1600.0,Oakland,94608,0,11,0
541,"1007 41st St,Oakland, CA 94608",3800,1,1,900.0,Oakland,94608,0,5,0
542,"655 10th St,Oakland, CA 94607",2395,2,1,700.0,Oakland,94607,0,4,0
543,"6525 Buena Ventura Ave,Oakland, CA 94605",4500,3,2.5,2036.0,Oakland,94605,0,12,0
544,"635 Spruce St,Oakland, CA 94610",5445,4,2.5,2127.0,Oakland,94610,0,3,0
545,"1560 Jackson St Apt 29,Oakland, CA 94612",1965,1,1,560.0,Oakland,94612,0,0,0
546,"1560 Jackson St Apt 14,Oakland, CA 94612",1965,1,1,560.0,Oakland,94612,0,0,0
547,"540 Alcatraz Ave,Oakland, CA 94609",1995,0,1,725.0,Oakland,94609,0,1,1
548,"240 Athol Ave Apt 201,Oakland, CA 94606",2195,1,1,680.0,Oakland,94606,0,1,0
549,"2530 76th Ave,Oakland, CA 94605",2295,2,1,760.0,Oakland,94605,0,1,0
550,"3884 Whittle Ave,Oakland, CA 94602",4250,2,1,905.0,Oakland,94602,0,1,0
551,"1560 Jackson St Apt 16,Oakland, CA 94612",1999,1,1,606.0,Oakland,94612,0,0,0
552,"229 Athol Ave,Oakland, CA 94606",1995,1,1,700.0,Oakland,94606,0,3,0
553,"2515 64th Ave,Oakland, CA 94605",2795,2,1,972.0,Oakland,94605,0,2,0
554,"1511 Jefferson St Ph 1,Oakland, CA 94612",2995,2,2.5,1176.0,Oakland,94612,0,6,0
555,"637 18th St,Oakland, CA 94612",2675,3,1,1000.0,Oakland,94612,0,2,0
556,"7445 Weld St Unit B,Oakland, CA 94621",3000,3,2,1337.0,Oakland,94621,0,2,0
557,"2833 Foothill Blvd,Oakland, CA 94601",1195,0,1,296.0,Oakland,94601,0,2,1
558,"1426 Pullman Way,Oakland, CA 94607",3700,2,2,1495.0,Oakland,94607,0,1,0
559,"840 York St Apt 14,Oakland, CA 94610",2295,1,1,834.0,Oakland,94610,0,1,0
560,"1560 Jackson St Apt 1,Oakland, CA 94612",1970,1,1,560.0,Oakland,94612,0,0,0
561,"980 36th St Unit 2,Oakland, CA 94608",2050,2,1,650.0,Oakland,94608,0,0,0
562,"200 Caldecott Ln #212,Oakland, CA 94618",3175,2,2,1095.0,Oakland,94618,0,3,0
563,"330 Adams St,Oakland, CA 94610",2150,1,1,747.0,Oakland,94610,0,2,0
564,"959 55th St,Oakland, CA 94608",4195,2,1,1157.0,Oakland,94608,0,3,2
565,"3106 Chapman St,Oakland, CA 94601",3000,3,2,1100.0,Oakland,94601,0,3,0
566,"41st Ave,Oakland, CA 94601",2950,3,2,1400.0,Oakland,94601,0,5,0
567,"9046 Hillside St,Oakland, CA 94603",2499,2,1,850.0,Oakland,94603,0,1,1
568,"2046 81st Ave,Oakland, CA 94621",2100,2,1,754.0,Oakland,94621,0,1,0
569,"840 York St Unit 16,Oakland, CA 94610",2295,1,1,772.0,Oakland,94610,0,0,0
570,"1768 Auseon Ave,Oakland, CA 94621",3525,4,1,1474.0,Oakland,94621,0,1,0
571,"3757 39th Ave Apt 3,Oakland, CA 94619",2425,2,1,895.0,Oakland,94619,0,1,0
572,"4600 Mattis Ct,Oakland, CA 94619",4975,4,3,1503.0,Oakland,94619,0,4,0
573,"1717 Webster St,Oakland, CA 94612",2073,2,2,881.0,Oakland,94612,1,15,19
574,"The Chase Apartment Homes1720 12th Ave,Oakland, CA 94606",1665,1,1,612.5,Oakland,94606,2,10,8
575,"2833 High St,Oakland, CA 94619",2100,1,1,600.0,Oakland,94619,0,1,0
576,"11140 Robledo Dr,Oakland, CA 94603",3607,3,1,1086.0,Oakland,94603,0,0,0
577,"450 Merritt Ave,Oakland, CA 94610",2795,2,2,1500.0,Oakland,94610,0,2,1
578,"7045 Pinehaven Rd,Oakland, CA 94611",5995,4,3,2750.0,Oakland,94611,0,5,0
579,"1701 41st Ave,Oakland, CA 94601",1795,1,1,700.0,Oakland,94601,0,0,0
580,"4500 San Carlos Ave,Oakland, CA 94601",503842,3,2,1324.0,Oakland,94601,0,0,0
581,"1677 16th St,Oakland, CA 94607",3199,3,1.5,1300.0,Oakland,94607,0,0,1
582,"6625 Bancroft Ave,Oakland, CA 94605",1645,2,1,734.0,Oakland,94605,0,0,1
583,"1759 Seminary Ave,Oakland, CA 94621",1895,1,1,640.0,Oakland,94621,0,0,1
584,"498 25th St,Oakland, CA 94612",0,24,28,1600.0,Oakland,94612,0,0,0
585,"2695 75th Ave,Oakland, CA 94605",3250,3,1,1068.0,Oakland,94605,0,1,0
586,"6600 Bancroft Ave,Oakland, CA 94605",1650,1,1,480.0,Oakland,94605,0,0,0
587,"7637 Ney Ave,Oakland, CA 94605",2800,3,1,1043.0,Oakland,94605,0,3,1
588,"2105 88th Ave,Oakland, CA 94621",2500,2,1,700.0,Oakland,94621,0,2,0
589,"1907 70th Ave,Oakland, CA 94621",2295,2,1,768.0,Oakland,94621,0,3,1
590,"2609 Ivy Dr,Oakland, CA 94606",1850,1,1,720.0,Oakland,94606,0,0,0
591,"8081 GREENRIDGE Dr,Oakland, CA 94605-3703",1198030,7,4,3024.0,Oakland,-3703,0,0,0
592,"1906 Jackson St,Oakland, CA 94612",2875,1,1,700.0,Oakland,94612,0,4,2
593,"2316 96th Ave,Oakland, CA 94603",1700,1,1,525.0,Oakland,94603,0,0,0
594,"96 Anair Way,Oakland, CA 94605",2750,2,1.5,1445.0,Oakland,94605,0,2,0
595,"189 Vernon Ter,Oakland, CA 94610",1895,1,1,600.0,Oakland,94610,0,2,1
596,"5343 Broadway Ter,Oakland, CA 94618",1995,1,1,640.0,Oakland,94618,0,1,2
597,"5101 Harbord Dr,Oakland, CA 94618",5400,3,2,2470.0,Oakland,94618,0,0,1
598,"6449 Benvenue Ave,Oakland, CA 94618",3200,1,1,800.0,Oakland,94618,0,3,1
599,"6288 Ruthland Rd,Oakland, CA 94611",5995,4,2.5,2710.0,Oakland,94611,0,3,2
600,"1911 E 25th St,Oakland, CA 94606",1740,1,1,505.0,Oakland,94606,0,0,0
601,"3720 Fruitvale Ave,Oakland, CA 94602",2195,1,1,695.0,Oakland,94602,0,4,2
602,"411 Moraga Ave,Piedmont, CA 94611",5400,3,2,1727.0,Oakland,94611,0,2,1
603,"1761 Trestle Glen Rd,Piedmont, CA 94610",6995,4,3,2832.0,Oakland,94610,0,3,2
604,"1522 Alcatraz Ave,Berkeley, CA 94703",3900,3,1,991.0,Oakland,94703,0,3,1
605,"1813 63rd St,Berkeley, CA 94703",2350,2,1,700.0,Oakland,94703,0,1,1
606,"2020 Prince St,Berkeley, CA 94703",2195,1,1,620.0,Oakland,94703,0,0,0
607,"390 Euclid Ave,Oakland, CA 94610",1850,0,1,125.0,Oakland,94610,0,0,0
608,"5860 Beaudry St,Emeryville, CA 94608",0,8,6,3400.0,Oakland,94608,0,0,0
609,"2901 Claremont Ave,Berkeley, CA 94705",2095,1,1,525.0,Oakland,94705,0,2,1
610,"1421 Magnolia St,Oakland, CA 94607",875163,5,3,2386.0,Oakland,94607,0,0,0
611,"150 Panoramic Way Unit 2,Berkeley, CA 94704",3495,2,1,450.0,Oakland,94704,0,0,0
612,"1520 Jackson St,Oakland, CA 94612",1795,0,1,550.0,Oakland,94612,0,0,1
613,"730 Wesley Way,Oakland, CA 94610",2250,1,1,750.0,Oakland,94610,0,1,1
614,"305 Lenox Ave,Oakland, CA 94610",1900,1,1,615.0,Oakland,94610,0,0,1
615,"407 Vernon St,Oakland, CA 94610",2195,1,1,700.0,Oakland,94610,0,2,2
616,"856 Erie St,Oakland, CA 94610",2050,1,1,700.0,Oakland,94610,0,2,1
617,"1401 Jackson St,Oakland, CA 94612",2545,1,1,745.0,Oakland,94612,0,5,2
618,"59 Dorchester Ave,San Leandro, CA 94577",2100,2,1,850.0,Oakland,94577,0,1,1
619,"2308 Foothill Blvd,Oakland, CA 94601",1195,0,1,300.0,Oakland,94601,0,0,1
620,"1732 6th Ave,Oakland, CA 94606",1850,1,1,640.0,Oakland,94606,0,2,3
621,"3242 Linden St Unit Front,Oakland, CA 94608",2399,2,1,1100.0,Oakland,94608,0,1,0
622,"6108 Hillegass Ave,Oakland, CA 94618",3300,1,1,500.0,Oakland,94618,0,1,0
623,"176 15th St,Oakland, CA 94612",1825,1,1,550.0,Oakland,94612,0,2,0
624,"4369 ADELINE St,Emeryville, CA 94608-3353",0,0,4,9172.0,Oakland,-3353,0,0,0
625,"570 Boden Way,Oakland, CA 94610",2450,0,1,500.0,Oakland,94610,0,3,2
626,"848 Vermont St,Oakland, CA 94610",1925,1,1,500.0,Oakland,94610,0,1,1
627,"335 Perkins St,Oakland, CA 94610",3150,2,1,750.0,Oakland,94610,0,2,2
628,"2200 E 21st St,Oakland, CA 94606-4214",864798,7,4,2375.0,Oakland,-4214,0,0,0
629,"2318 9Th Ave,Oakland, CA 94606",883518,5,2,2153.0,Oakland,94606,0,0,0
630,"692 34th St,Oakland, CA 94609",2100,2,1,1100.0,Oakland,94609,0,0,0
631,"1821 6th Ave,Oakland, CA 94606",2100,1,1,750.0,Oakland,94606,0,0,0
632,"520 E 15th St,Oakland, CA 94606",3200,3,1.5,1000.0,Oakland,94606,0,0,0
633,"6421 Westover Dr,Oakland, CA 94611",4500,4,2,1959.0,Oakland,94611,0,4,2
634,"330 PARKVIEW Ter,Oakland, CA 94610",1048792,2,2,1235.0,Oakland,94610,0,0,0
635,"1232 Ashby Ave,Berkeley, CA 94702",2600,2,1,800.0,Oakland,94702,0,2,1
636,"665 Alcatraz Ave Unit 8,Oakland, CA 94609",2699,2,1,1100.0,Oakland,94609,0,2,1
637,"1921 103RD Ave,Oakland, CA 94603",551393,3,1,1292.0,Oakland,94603,0,0,0
638,"3146 Martin Luther King Jr Way,Oakland, CA 94609",2300,0,1,900.0,Oakland,94609,0,3,1
639,"2680 74th Ave,Oakland, CA 94605",2600,2,1,784.0,Oakland,94605,0,1,0
640,"2310 25th Ave,Oakland, CA 94601",2450,3,1,1300.0,Oakland,94601,0,1,0
641,"830 Pine St,Oakland, CA 94607",2330,2,1,708.0,Oakland,94607,0,0,1
642,"1515 38th Ave,Oakland, CA 94601",1950,2,1,700.0,Oakland,94601,0,0,0
643,"4418 Virginia Ave,Oakland, CA 94619",1100,1,1,420.0,Oakland,94619,0,3,0
644,"401 Monte Vista Ave #205,Oakland, CA 94611",2300,1,1,637.0,Oakland,94611,0,3,2
645,"2606 79th Ave,Oakland, CA 94605",2795,3,1,1050.0,Oakland,94605,0,3,1
646,"3660 Calafia Ave,Oakland, CA 94605",2400,1,1,950.0,Oakland,94605,0,2,1
647,"624 Sycamore St,Oakland, CA 94612",1795,2,1,712.0,Oakland,94612,0,0,1
648,"270 Perkins St,Oakland, CA 94610",2395,2,1,807.5,Oakland,94610,0,0,0
649,"475 Weldon Ave,Oakland, CA 94610",0,64,45,42794.0,Oakland,94610,0,0,0
650,"3014 Fruitvale Ave,Oakland, CA 94602",1799,1,1,650.0,Oakland,94602,0,0,1
651,"2250 96th Ave,Oakland, CA 94603",1650,1,1,600.0,Oakland,94603,0,0,0
652,"4081 Oak Hill Rd,Oakland, CA 94605",4500,3,3,2006.0,Oakland,94605,0,4,0
653,"4216 Piedmont Ave,Oakland, CA 94611",3100,2,1,998.0,Oakland,94611,0,1,1
654,"4015 Howe St,Oakland, CA 94611",1950,1,1,600.0,Oakland,94611,0,1,0
655,"3063 Blossom St,Oakland, CA 94601",1895,2,1,1000.0,Oakland,94601,0,0,0
656,"3024 Fruitvale Ave,Oakland, CA 94602",2295,3,1,780.0,Oakland,94602,0,1,1
657,"4138 Webster St,Oakland, CA 94609",2495,2,1,700.0,Oakland,94609,0,2,1
658,"2800 21st Ave,Oakland, CA 94606",1995,1,1,600.0,Oakland,94606,0,2,0
659,"3329 Suter St,Oakland, CA 94602",3250,2,1,720.0,Oakland,94602,0,2,1
660,"1122 E 17th St,Oakland, CA 94606",1295,0,1,330.0,Oakland,94606,0,1,1
661,"824 15th St,Oakland, CA 94607",1545,1,1,507.0,Oakland,94607,0,1,1
662,"2274 E 15th St,Oakland, CA 94606",1195,0,1,316.0,Oakland,94606,0,1,1
663,"3615 Martin Luther King Jr Way,Oakland, CA 94609",1895,2,1,700.0,Oakland,94609,0,1,1
664,"1300 Benedict Dr,San Leandro, CA 94577",3500,3,2,1000.0,Oakland,94577,2,2,0
665,"4620 West St,Oakland, CA 94608",3200,3,2,1937.0,Oakland,94608,0,0,0
666,"1036 45th St,Emeryville, CA 94608",2800,2,1,800.0,Oakland,94608,0,0,0
667,"5831 Keith Ave,Oakland, CA 94618",3795,2,1,1161.0,Oakland,94618,0,3,1
668,"4449 MATTIS Ct,Oakland, CA 94619",1074386,3,2.5,1825.0,Oakland,94619,0,0,0
669,"262 28th St,Oakland, CA 94611",1995,2,1,750.0,Oakland,94611,0,0,1
670,"1671 11th St,Oakland, CA 94607",2300,2,1,1175.0,Oakland,94607,0,1,0
671,"5239 Claremont Ave,Oakland, CA 94618",2495,1,1,591.0,Oakland,94618,0,4,2
672,"1985 Pleasant Valley Ave,Oakland, CA 94611",2199,1,1,688.0,Oakland,94611,0,0,1
673,"371 12th St Unit 7,Oakland, CA 94607",1900,2,1,928.0,Oakland,94607,0,1,0
674,"323 63rd St,Oakland, CA 94618",3600,1,1,725.0,Oakland,94618,0,3,2
675,"2716 Darnby Dr,Oakland, CA 94611",6100,5,2.5,2914.0,Oakland,94611,0,2,1
676,"279 Lee St,Oakland, CA 94610",1950,1,1,750.0,Oakland,94610,0,1,3
677,"5339 Walnut St,Oakland, CA 94619",2800,2,1,914.0,Oakland,94619,0,2,1
678,"5825 Thornhill Dr #7,Oakland, CA 94611",2475,1,1,600.0,Oakland,94611,0,3,1
679,"2546 99th Ave,Oakland, CA 94605",3400,3,1,1349.0,Oakland,94605,0,1,0
680,"1951 E 30th St,Oakland, CA 94606",1895,1,1,700.0,Oakland,94606,0,2,2
681,"1565 Madison St,Oakland, CA 94612",2450,1,1,875.0,Oakland,94612,0,2,2
682,"1050 70th Ave,Oakland, CA 94621",2950,3,2,1150.0,Oakland,94621,0,1,0
683,"438 W Grand Ave #419,Oakland, CA 94612",3500,2,2.5,1563.0,Oakland,94612,0,1,1
684,"13708 Campus Dr,Oakland, CA 94605",1787831,3,3,2933.0,Oakland,94605,0,0,0
685,"321 Warwick Ave #203,Oakland, CA 94610",2295,1,1,807.0,Oakland,94610,0,3,0
686,"1724 11th St,Oakland, CA 94607",2695,3,2,1200.0,Oakland,94607,0,2,1
687,"3428 Dimond Ave,Oakland, CA 94602",2350,2,1,850.0,Oakland,94602,0,1,1
688,"2134 Woolsey St,Berkeley, CA 94705",2850,2,1,500.0,Oakland,94705,0,3,2
689,"921 Grace Ave,Oakland, CA 94608",2895,0,1,1000.0,Oakland,94608,0,3,1
690,"350 Perkins St #208,Oakland, CA 94610",2795,2,2,981.0,Oakland,94610,0,3,2
691,"3058 Benvenue Ave,Berkeley, CA 94705",5200,3,1.5,1374.0,Oakland,94705,0,2,1
692,"322 Hanover Ave #302,Oakland, CA 94606",2995,2,2,1094.0,Oakland,94606,0,5,0
693,"1221 Pine St Unit 1221,Oakland, CA 94607",2850,1,1.5,1045.0,Oakland,94607,0,3,1
694,"7620 Hillside St,Oakland, CA 94605",1650,2,1,800.0,Oakland,94605,0,0,0
695,"961 18th St,Oakland, CA 94607",2379,3,1,1000.0,Oakland,94607,0,0,1
696,"9814 C St,Oakland, CA 94603",2200,2,1,800.0,Oakland,94603,0,0,0
697,"185 Athol Ave,Oakland, CA 94606",0,32,25,19646.0,Oakland,94606,0,0,0
698,"2435 Myrtle St,Oakland, CA 94607",2995,3,1,1500.0,Oakland,94607,0,1,0
699,"4134 Brookdale Ave,Oakland, CA 94619",2250,2,1,1200.0,Oakland,94619,0,0,1
700,"936 63rd St Unit 1,Oakland, CA 94608",2200,2,1,672.0,Oakland,94608,0,2,2
701,"2005 PLEASANT VALLEY Ave #209,Oakland, CA 94611",665297,2,2,1135.0,Oakland,94611,0,0,0
702,"1746 10th Ave,Oakland, CA 94606",1795,1,1,750.0,Oakland,94606,0,0,0
703,"2867 MacArthur Blvd,Oakland, CA 94602",0,16,16,10080.0,Oakland,94602,0,0,0
704,"455 Crescent St #220,Oakland, CA 94610",3900,2,2,972.0,Oakland,94610,0,3,3
705,"1937 26th Ave,Oakland, CA 94601",1195,0,1,348.0,Oakland,94601,0,1,1
706,"3728 Maybelle Ave,Oakland, CA 94619",1995,1,1,600.0,Oakland,94619,0,1,0
707,"656 Douglas Ave,Oakland, CA 94603",1950,2,1,795.0,Oakland,94603,0,0,1
708,"3926 Lyon Ave,Oakland, CA 94601",2295,2,1,850.0,Oakland,94601,0,1,0
709,"4350 Whittle Ave,Oakland, CA 94602",5200,4,2,2042.0,Oakland,94602,0,3,2
710,"455 Crescent St #116,Oakland, CA 94610",2150,1,1,846.0,Oakland,94610,0,2,2
711,"3427 West St,Oakland, CA 94608",2395,3,2,1300.0,Oakland,94608,0,2,1
712,"3725 West St,Oakland, CA 94608",3950,3,1.5,1539.0,Oakland,94608,0,4,0
713,"1523 8th Ave,Oakland, CA 94606",2100,2,1,660.0,Oakland,94606,0,0,0
714,"541 28th St,Oakland, CA 94609",1695,1,1,650.0,Oakland,94609,0,1,0
715,"5460 Bancroft Ave,Oakland, CA 94601",1395,1,1,475.0,Oakland,94601,0,1,1
716,"3408 Richmond Blvd,Oakland, CA 94611",2095,1,1,650.0,Oakland,94611,0,1,1
717,"700 Fruitvale Ave,Oakland, CA 94601",2850,1,1,700.0,Oakland,94601,0,2,1
718,"2820 Park Blvd,Oakland, CA 94610",2525,2,2,1100.0,Oakland,94610,0,0,0
719,"150 Pearl St #320,Oakland, CA 94611",2200,2,1,944.0,Oakland,94611,0,1,0
720,"378 Van Buren - Renovated 2bed and 1bed units - Beautiful Building!378 Van Buren Ave,Oakland, CA 94610",2395,2,1,819.5,Oakland,94610,0,0,0
721,"3351 Richmond Blvd,Oakland, CA 94611",2750,2,1,1043.0,Oakland,94611,0,3,1
722,"3792 Harrison St,Oakland, CA 94611",4000,3,2,1550.0,Oakland,94611,0,5,2
723,"2744 Garden St,Oakland, CA 94601",2400,2,1.5,865.0,Oakland,94601,0,1,0
724,"427 E 19th St,Oakland, CA 94606",1600,1,1,500.0,Oakland,94606,0,0,0
725,"105 E 16th St,Oakland, CA 94606",0,18,21,17526.0,Oakland,94606,0,0,0
726,"359 Grand Ave,Oakland, CA 94610",1375,0,1,338.0,Oakland,94610,0,0,0
727,"2662 25th Ave,Oakland, CA 94601",2300,2,1,1045.0,Oakland,94601,0,0,0
728,"121 41st St,Oakland, CA 94611",1700,0,1,520.0,Oakland,94611,0,3,1
729,"21 Windward Hl,Oakland, CA 94618",5480,3,2.5,2000.0,Oakland,94618,0,7,3
730,"47 Home Pl E,Oakland, CA 94610",2150,2,2,635.0,Oakland,94610,0,2,1
731,"3229 Logan St,Oakland, CA 94601",2600,2,1,700.0,Oakland,94601,0,0,0
732,"3915 Redding St,Oakland, CA 94619",2500,1,1,640.0,Oakland,94619,0,0,0
733,"924 Edy Ln,Oakland, CA 94607",3400,2,2.5,1252.0,Oakland,94607,0,4,1
734,"716 Aileen St,Oakland, CA 94609",3900,4,2,1227.0,Oakland,94609,0,3,0
735,"3840 Martin Luther King Jr Way,Oakland, CA 94609",2550,2,1,826.0,Oakland,94609,0,0,2
736,"3609 Adeline St,Emeryville, CA 94608",3950,3,2,1036.0,Oakland,94608,0,4,1
737,"480 37th St,Oakland, CA 94609",0,0,6,3162.0,Oakland,94609,0,0,0
738,"2806 22nd Ave,Oakland, CA 94606",3200,3,1,1259.0,Oakland,94606,0,0,1
739,"2333 Humboldt Ave,Oakland, CA 94601",2695,3,2,1100.0,Oakland,94601,0,0,0
740,"3924 Nevil St,Oakland, CA 94601",2995,2,1,810.0,Oakland,94601,0,3,1
741,"11240 Golf Links Rd,Oakland, CA 94605",6495,4,3,2529.0,Oakland,94605,0,3,1
742,"1235 Stanford Ave Unit 5582B,Oakland, CA 94608",1595,0,1,500.0,Oakland,94608,0,2,1
743,"1836 9th Ave,Oakland, CA 94606",1850,1,1,489.0,Oakland,94606,0,1,0
744,"3513 Lincoln Ave,Oakland, CA 94602",1450,1,1,325.0,Oakland,94602,0,1,0
745,"2551 Ivy Dr,Oakland, CA 94606",2245,1,1,1025.0,Oakland,94606,0,2,2
746,"386 Euclid Ave,Oakland, CA 94610",1890,0,1,150.0,Oakland,94610,0,0,0
747,"696 Athol Ave #305,Oakland, CA 94610",2095,1,1,643.0,Oakland,94610,0,2,2
748,"460 28th St,Oakland, CA 94609",2600,1,1,500.0,Oakland,94609,0,0,1
749,"428 Perkins St,Oakland, CA 94610",1750,0,1,500.0,Oakland,94610,0,0,1
750,"1580 Madison St,Oakland, CA 94612",0,13,0,22983.0,Oakland,94612,0,0,0
751,"K Street Flats2020 Kittredge St,Berkeley, CA 94704",2568,2,1,618.5,Berkeley,94704,1,9,7
752,"Avalon Berkeley651 Addison St,Berkeley, CA 94710",2050,2,2,1019.5,Berkeley,94710,2,9,4
753,"45 Stratford Rd,Kensington, CA 94707",5400,4,2,1806.0,Berkeley,94707,0,3,0
754,"6449 Benvenue Ave,Oakland, CA 94618",3200,1,1,800.0,Berkeley,94618,0,3,1
755,"1139 66th St,Oakland, CA 94608",4780,3,3,1600.0,Berkeley,94608,0,11,0
756,"1814 Tenth St,Berkeley, CA 94710",1999,1,1,588.0,Berkeley,94710,0,2,0
757,"1802 Tenth St,Berkeley, CA 94710",1999,1,1,588.0,Berkeley,94710,0,3,0
758,"2515 Benvenue Ave Unit 101,Berkeley, CA 94704",2252,1,1,540.0,Berkeley,94704,0,2,1
759,"1522 Alcatraz Ave,Berkeley, CA 94703",3900,3,1,991.0,Berkeley,94703,0,3,1
760,"1813 63rd St,Berkeley, CA 94703",2350,2,1,700.0,Berkeley,94703,0,1,1
761,"2020 Prince St,Berkeley, CA 94703",2195,1,1,620.0,Berkeley,94703,0,0,0
762,"150 Panoramic Way Unit 2,Berkeley, CA 94704",3495,2,1,450.0,Berkeley,94704,0,0,0
763,"3001 Deakin St,Berkeley, CA 94705",2495,2,1,600.0,Berkeley,94705,0,2,0
764,"2811 Martin Luther King Junior Way,Berkeley, CA 94703",4400,3,1,1580.0,Berkeley,94703,0,2,1
765,"2014 Channing Way,Berkeley, CA 94704",4200,3,1,1100.0,Berkeley,94704,0,0,0
766,"2901 Channing Way,Berkeley, CA 94704",1099,1,6.5,174.0,Berkeley,94704,0,2,1
767,"1406 Allston Way,Berkeley, CA 94702",2525,2,1,750.0,Berkeley,94702,0,1,1
768,"924 Colusa Ave,Berkeley, CA 94707",5595,3,2,2561.0,Berkeley,94707,0,1,1
769,"1818 Walnut St,Berkeley, CA 94709",2295,1,1,600.0,Berkeley,94709,0,0,0
770,"1939 Francisco St,Berkeley, CA 94709",4500,4,2,1100.0,Berkeley,94709,0,1,0
771,"2517 Regent St,Berkeley, CA 94704",1850,0,1,400.0,Berkeley,94704,0,0,0
772,"1221 Shattuck Ave,Berkeley, CA 94709",4350,5,2,1911.0,Berkeley,94709,0,1,0
773,"2124 McKinley Ave,Berkeley, CA 94703",2275,1,1,725.0,Berkeley,94703,0,1,2
774,"2901 Claremont Ave,Berkeley, CA 94705",2095,1,1,525.0,Berkeley,94705,0,2,1
775,"2210 Martin Luther King Jr,Berkeley, CA 94704",1609205,4,3,2374.0,Berkeley,94704,0,0,0
776,"1039 Channing Way,Berkeley, CA 94710",3050,2,1,910.0,Berkeley,94710,0,1,1
777,"2532 Dana St,Berkeley, CA 94704",1895,1,1,550.0,Berkeley,94704,0,0,0
778,"2314 10th St,Berkeley, CA 94710",2295,1,1,600.0,Berkeley,94710,0,3,1
779,"1232 Ashby Ave,Berkeley, CA 94702",2600,2,1,800.0,Berkeley,94702,0,2,1
780,"1950 Rose St,Berkeley, CA 94709",2950,2,1,805.0,Berkeley,94709,0,0,0
781,"1544 Spruce St,Berkeley, CA 94709",3500,2,1,700.0,Berkeley,94709,0,1,0
782,"1285 Campus Dr,Berkeley, CA 94708",6750,4,3.5,3050.0,Berkeley,94708,0,2,0
783,"2016 Blake St,Berkeley, CA 94704",1940,1,1,560.0,Berkeley,94704,0,0,0
784,"1739 Addison St,Berkeley, CA 94703",0,27,15,11679.0,Berkeley,94703,0,0,0
785,"2801 College Ave,Berkeley, CA 94705",0,13,18,9172.0,Berkeley,94705,0,0,0
786,"2511 Hearst Ave,Berkeley, CA 94709",2000,0,1,340.0,Berkeley,94709,0,2,0
787,"2010 Hearst Ave,Berkeley, CA 94709",4700,3,1.5,1188.0,Berkeley,94709,0,4,1
788,"55 Tamalpais Rd,Berkeley, CA 94708",5475,4,2.5,2025.0,Berkeley,94708,0,4,1
789,"1729 Milvia St,Berkeley, CA 94709",8000,4,2,2032.0,Berkeley,94709,0,2,0
790,"323 63rd St,Oakland, CA 94618",3600,1,1,725.0,Berkeley,94618,0,3,2
791,"798 Santa Barbara Rd,Berkeley, CA 94707",7600,5,2.5,2600.0,Berkeley,94707,0,5,1
792,"2407 Milvia St,Berkeley, CA 94704",2950,2,1,665.0,Berkeley,94704,0,1,0
793,"2211 Carleton St,Berkeley, CA 94704",2595,2,1,704.0,Berkeley,94704,0,0,0
